Company Random #,Sales Rep Random #,Contacts Full Name,Title,Company,Company Headcount,Industry,Company Website,Sales Representative
641,36,Alair Colgrave,Desktop Support Technician,"KBR, Inc.",201-500,Military/Government/Technical,"www.kbr,.com",Stuart Riley
584,37,Lari Jeschner,Occupational Therapist,"MFA Financial, Inc.",501-1000,Real Estate Investment Trusts,www.mfa.com,Yvette Anderson
693,82,Barrett Stephenson,Information Systems Manager,"CryoPort, Inc.",201-500,Oil Refining/Marketing,"www.cryoport,.com",Rudyard Harrison
260,51,Verina Skerme,Human Resources Manager,"Dillard&#39;s, Inc.",10000+,Department/Specialty Retail Stores,"www.dillard&#39;s,.com",Iliana Weiss
885,54,Geraldine Camm,VP Product Management,Crestwood Equity Partners LP,10000+,Other Consumer Services,www.crestwood.com,Eve Mccarty
58,29,Rolf Laurand,Occupational Therapist,"Luxottica Group, S.p.A.",10000+,Ophthalmic Goods,www.luxottica.com,Aline Vincent
61,6,Oralia Etty,Senior Quality Engineer,Encana Corporation,201-500,Oil & Gas Production,www.encana.com,Yolanda Wade
254,74,Corry Barents,Quality Control Specialist,Kirby Corporation,1001-5000,Marine Transportation,www.kirby.com,Ivy Harper
999,28,Norma Abrams,Senior Quality Engineer,"ARMOUR Residential REIT, Inc.",501-1000,Real Estate Investment Trusts,www.armour.com,Thomas Kidd
307,72,Henryetta Tizard,Engineer I,"Aberdeen Singapore Fund, Inc.",10000+,Holdings,www.aberdeen.com,Stone Dotson
381,32,Far Kopmann,Account Executive,Baltimore Gas & Electric Company,10000+,Holdings,www.baltimore.com,Gretchen Montgomery
369,84,Christine Merrilees,Budget/Accounting Analyst IV,First Trust Brazil AlphaDEX Fund,10000+,Holdings,www.first.com,Tasha Baxter
356,72,Dyanna McKenny,VP Marketing,"Amtech Systems, Inc.",1001-5000,Industrial Machinery/Components,www.amtech.com,Stone Dotson
363,36,Stephannie Orgill,Health Coach III,Teledyne Technologies Incorporated,201-500,Industrial Machinery/Components,www.teledyne.com,Stuart Riley
704,43,Pris Blackborn,Marketing Manager,Albemarle Corporation,1001-5000,Major Chemicals,www.albemarle.com,Fritz Rodgers
577,39,Hewie Bonin,Sales Representative,"Blackrock MuniYield New Jersey Fund, Inc.",10000+,Holdings,www.blackrock.com,Gail William
661,77,Thorn Wasling,Information Systems Manager,"Dr Pepper Snapple Group, Inc",501-1000,Beverages (Production/Distribution),www.dr.com,Hoyt Downs
664,51,Gardener Viggers,Food Chemist,Bank of Commerce Holdings (CA),10000+,Major Banks,www.bank.com,Iliana Weiss
242,93,Harmonia Burchmore,Actuary,Star Bulk Carriers Corp.,1001-5000,Marine Transportation,www.star.com,Giselle Dejesus
444,84,Michele Cortes,Clinical Specialist,"Morgan Stanley Emerging Markets Debt Fund, Inc.",1001-5000,Holdings,www.morgan.com,Tasha Baxter
574,17,Kordula Fleming,Occupational Therapist,Public Storage,10000+,Real Estate Investment Trusts,www.public.com,Melodie Kinney
960,27,Herve Cropp,Biostatistician I,Nuveen AMT-Free Municipal Value Fund,10000+,Holdings,www.nuveen.com,Catherine Estes
961,61,Foss Baldini,Quality Control Specialist,"G. Willi-Food International,  Ltd.",1001-5000,Food Distributors,www.g..com,Maryam Whitfield
685,56,Genevra Dollen,Help Desk Operator,Sears Holdings Corporation,10000+,Department/Specialty Retail Stores,www.sears.com,Hayley Munoz
503,61,Ebeneser Rodgers,Analog Circuit Design manager,Cellect Biotechnology Ltd.,1001-5000,Holdings,www.cellect.com,Maryam Whitfield
585,39,Cindi Wallbank,Nuclear Power Engineer,NeoPhotonics Corporation,201-500,Semiconductors,www.neophotonics.com,Gail William
410,66,Bear McManus,Design Engineer,WAVE Life Sciences Ltd.,10000+,Major Pharmaceuticals,www.wave.com,Jacob Dorsey
600,34,Ilyssa Hutcheon,Senior Financial Analyst,"Entergy Arkansas, Inc.",10000+,Electric Utilities: Central,www.entergy.com,Dolan Merrill
330,42,Georas Petow,Data Coordiator,V.F. Corporation,10000+,Apparel,www.v.f..com,Georgia Middleton
254,74,Cherianne Greig,Analog Circuit Design manager,Kirby Corporation,1001-5000,Marine Transportation,www.kirby.com,Ivy Harper
238,62,Hugh Rediers,VP Marketing,"NextEra Energy, Inc.",201-500,Electric Utilities: Central,www.nextera.com,Alexander Barlow
953,51,Walker Conachy,Graphic Designer,"Consumer Portfolio Services, Inc.",201-500,Finance: Consumer Services,www.consumer.com,Iliana Weiss
885,15,Lory MacGhee,Help Desk Technician,Crestwood Equity Partners LP,10000+,Other Consumer Services,www.crestwood.com,Clayton Reid
248,98,Pamelina Hardcastle,Health Coach IV,"HopFed Bancorp, Inc.",10000+,Major Banks,www.hopfed.com,Maryam Mann
963,6,Trev Livingstone,Systems Administrator III,Pacific Special Acquisition Corp.,1001-5000,Business Services,www.pacific.com,Yolanda Wade
17,47,Frasier Harbord,Compensation Analyst,"Stag Industrial, Inc.",10000+,Holdings,www.stag.com,Ursa Singleton
246,97,Lorrayne Seavers,Marketing Assistant,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",1001-5000,Holdings,www.morgan.com,Neil Garrett
600,93,Andrus Brendish,Structural Analysis Engineer,"Entergy Arkansas, Inc.",10000+,Electric Utilities: Central,www.entergy.com,Giselle Dejesus
606,18,Valene Klimentov,Dental Hygienist,"Hasbro, Inc.",501-1000,Recreational Products/Toys,"www.hasbro,.com",Porter Conway
201,48,Dionis Llewellyn,Design Engineer,Student Transportation Inc,501-1000,Other Transportation,www.student.com,Jolie Nash
533,76,Osborn Ekless,Legal Assistant,"Neurocrine Biosciences, Inc.",1001-5000,Biotechnology: Biological Products (No Diagnostic Substances),www.neurocrine.com,Bethany Horne
527,85,Christopher Karpushkin,Legal Assistant,NXT-ID Inc.,10000+,Diversified Commercial Services,www.nxt-id.com,Ria Gilbert
727,29,Paco Clue,GIS Technical Architect,Time Inc.,10000+,Newspapers/Magazines,www.time.com,Aline Vincent
295,44,Kristi Bridgewater,Payment Adjustment Coordinator,Nuveen Senior Income Fund,1001-5000,Holdings,www.nuveen.com,Lani Solomon
762,89,North Gartsyde,Programmer Analyst II,Enbridge Energy Management LLC,10000+,Oil & Gas Production,www.enbridge.com,Jack Mccarthy
180,26,Kayla Catt,Senior Editor,"Fiesta Restaurant Group, Inc.",10000+,Restaurants,www.fiesta.com,Sacha Osborn
878,84,Helaine Batson,Financial Advisor,Deere & Company,201-500,Industrial Machinery/Components,www.deere.com,Tasha Baxter
20,8,Roxie Dalgarnocht,GIS Technical Architect,Qualstar Corporation,1001-5000,Electronic Components,www.qualstar.com,Dexter Cherry
352,2,Dionisio Crohan,Editor,"Chart Industries, Inc.",10000+,Metal Fabrications,www.chart.com,Samuel Acosta
759,34,Marilyn Chupin,Environmental Tech,Fifth Street Finance Corp.,1001-5000,Holdings,www.fifth.com,Dolan Merrill
911,41,Bary Carvilla,Environmental Specialist,Tuttle Tactical Management Multi-Strategy Income ETF,201-500,Holdings,www.tuttle.com,Erich Pruitt
573,74,Blondie Ponte,VP Marketing,"Sprott Focus Trust, Inc.",1001-5000,Holdings,www.sprott.com,Ivy Harper
976,83,Reginauld Drinkwater,VP Quality Control,"Real Goods Solar, Inc.",501-1000,Engineering & Construction,www.real.com,Kaseem James
672,59,Nerissa Garlicke,Product Engineer,"Berkshire Hills Bancorp, Inc.",501-1000,Banks,www.berkshire.com,Amanda Massey
710,23,Hayes Walby,Nurse Practicioner,Rosehill Resources Inc.,1001-5000,Oil & Gas Production,www.rosehill.com,Wylie Klein
445,22,Leilah Abramcik,Assistant Media Planner,Fairmount Santrol Holdings Inc.,10000+,Mining & Quarrying of Nonmetallic Minerals (No Fuels),www.fairmount.com,Fuller Spencer
189,36,Clareta Sweed,Developer II,Navios Maritime Holdings Inc.,10000+,Holdings,www.navios.com,Stuart Riley
636,23,Udell Burchall,Programmer I,American Homes 4 Rent,201-500,Real Estate Investment Trusts,www.american.com,Wylie Klein
247,100,Robyn Beckford,Senior Sales Associate,Atlantic Power Corporation,501-1000,Electric Utilities: Central,www.atlantic.com,Quincy Joyner
940,54,Dewie Gant,Nuclear Power Engineer,"Zendesk, Inc.",1001-5000,EDP Services,"www.zendesk,.com",Eve Mccarty
360,55,Boyce Dredge,Analyst Programmer,"J.C. Penney Company, Inc. Holding Company",201-500,Department/Specialty Retail Stores,www.j.c..com,Arsenio Palmer
819,46,Elliot Hazeman,Media Manager III,Royal Bank Scotland plc (The),201-500,Commercial Banks,www.royal.com,Camille Ortega
514,46,Jud Gowrie,Operator,"LEAP THERAPEUTICS, INC.",501-1000,Biotechnology: Biological Products (No Diagnostic Substances),www.leap.com,Camille Ortega
653,17,Drucy Sheardown,Project Manager,"Waste Management, Inc.",10000+,Environmental Services,www.waste.com,Melodie Kinney
285,10,Jemima Brigg,Tax Accountant,"BWX Technologies, Inc.",501-1000,Industrial Machinery/Components,www.bwx.com,Seth Rosario
330,23,Lory Matchell,Health Coach III,V.F. Corporation,10000+,Apparel,www.v.f..com,Wylie Klein
141,66,Celestia Simmgen,Geologist III,Duke Energy Corporation,201-500,Power Generation,www.duke.com,Jacob Dorsey
840,68,Barbi Bartrap,Nurse Practicioner,"Xenia Hotels & Resorts, Inc.",501-1000,Hotels/Resorts,www.xenia.com,Libby Lyons
512,18,Dorian Tryhorn,Developer II,First Trust High Income ETF,10000+,Holdings,www.first.com,Porter Conway
595,96,Rosemaria Laurant,Junior Executive,"Willamette Valley Vineyards, Inc.",201-500,Beverages (Production/Distribution),www.willamette.com,Joy Valencia
447,94,Tony Stitt,Recruiter,C&F Financial Corporation,201-500,Major Banks,www.c&f.com,Adam Burch
979,24,Koressa Naylor,Paralegal,Gabelli Dividend,10000+,Holdings,www.gabelli.com,Ava Osborne
299,25,Elenore Coit,Structural Analysis Engineer,"United Bancshares, Inc.",201-500,Major Banks,www.united.com,Oliver Craft
85,5,Minetta Pellett,VP Product Management,CrossAmerica Partners LP,201-500,Oil Refining/Marketing,www.crossamerica.com,Risa Pugh
553,37,Kipp Barrows,Occupational Therapist,"NewStar Financial, Inc.",10000+,Finance: Consumer Services,www.newstar.com,Yvette Anderson
372,3,Devlen Pendre,Junior Executive,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,10000+,Holdings,www.powershares.com,Nita Brewer
730,15,Garvey Shannahan,Senior Quality Engineer,Peoples Financial Services Corp. ,1001-5000,Major Banks,www.peoples.com,Clayton Reid
730,65,Charmion Dungay,Developer III,Peoples Financial Services Corp. ,1001-5000,Major Banks,www.peoples.com,Orla Shepard
674,21,Desdemona Nathan,Administrative Assistant III,"Illumina, Inc.",1001-5000,Biotechnology: Laboratory Analytical Instruments,"www.illumina,.com",Vernon Dejesus
872,57,Patricia Goricke,Accountant I,Fastenal Company,10000+,RETAIL: Building Materials,www.fastenal.com,Colette Black
314,54,Myriam Aldwinckle,Senior Sales Associate,FIRST REPUBLIC BANK,10000+,Holdings,www.first.com,Eve Mccarty
25,15,Beverie Besantie,Compensation Analyst,RadiSys Corporation,10000+,Computer peripheral equipment,www.radisys.com,Clayton Reid
912,43,Kristyn Tucker,Database Administrator III,State Street Corporation,201-500,Holdings,www.state.com,Fritz Rodgers
375,65,Morry Beau,Senior Quality Engineer,"Titan International, Inc.",501-1000,Steel/Iron Ore,www.titan.com,Orla Shepard
513,89,Shirl Schreiner,GIS Technical Architect,"Presidio, Inc.",201-500,Retail: Computer Software & Peripheral Equipment,"www.presidio,.com",Jack Mccarthy
784,57,Chloris Darwen,Human Resources Assistant III,iStar Financial Inc.,201-500,Holdings,www.istar.com,Colette Black
433,67,Alisun Trimmill,Marketing Assistant,"Chembio Diagnostics, Inc.",1001-5000,Major Pharmaceuticals,www.chembio.com,Velma Eaton
133,33,Celeste Fansy,VP Marketing,"B&G Foods, Inc.",201-500,Packaged Foods,www.b&g.com,Chester Payne
72,37,Ebba Laurie,Help Desk Operator,"XG Technology, Inc",201-500,Telecommunications Equipment,www.xg.com,Yvette Anderson
792,49,Mahmoud Dufaire,Marketing Assistant,Ultragenyx Pharmaceutical Inc.,201-500,Major Pharmaceuticals,www.ultragenyx.com,Troy Workman
679,42,Willetta Moses,VP Accounting,Lehman ABS Corporation,501-1000,Finance: Consumer Services,www.lehman.com,Georgia Middleton
625,69,Reeba Jardein,Legal Assistant,"Allegiance Bancshares, Inc.",201-500,Major Banks,www.allegiance.com,Jack Francis
195,76,Ozzy Klulisek,Nuclear Power Engineer,"EnLink Midstream Partners, LP",10000+,Natural Gas Distribution,www.enlink.com,Bethany Horne
584,54,Grier Rosellini,Analyst Programmer,"MFA Financial, Inc.",501-1000,Real Estate Investment Trusts,www.mfa.com,Eve Mccarty
570,87,Ajay MacAskie,Web Designer II,"Xenia Hotels & Resorts, Inc.",501-1000,Hotels/Resorts,www.xenia.com,Lacy Chambers
427,63,Adamo Upham,Accountant III,State Street Corporation,501-1000,Holdings,www.state.com,Zena Cochran
266,68,Harper Desesquelle,Help Desk Technician,"Cogent Communications Holdings, Inc.",10000+,Telecommunications Equipment,www.cogent.com,Libby Lyons
191,55,Newton Bold,VP Marketing,"Amber Road, Inc.",10000+,Computer Software: Prepackaged Software,www.amber.com,Arsenio Palmer
486,27,Corey Poltone,Assistant Manager,iShares MSCI UAE Capped ETF,1001-5000,Holdings,www.ishares.com,Catherine Estes
673,34,Vaclav Down,Legal Assistant,Global Partner Acquisition Corp.,1001-5000,Hospital/Nursing Management,www.global.com,Dolan Merrill
43,18,Nissy Reichartz,Environmental Tech,Norbord Inc.,10000+,Forest Products,www.norbord.com,Porter Conway
309,31,Mickie Estrella,Software Test Engineer II,"DineEquity, Inc",10000+,Restaurants,"www.dineequity,.com",Natalie Hull
464,86,Egon Tilt,Computer Systems Analyst III,"Williams-Sonoma, Inc.",10000+,Home Furnishings,"www.williams-sonoma,.com",Nyssa King
849,7,Vittorio Capaldi,Speech Pathologist,SeaSpine Holdings Corporation,501-1000,Medical/Dental Instruments,www.seaspine.com,Shaeleigh Ruiz
658,76,Joana Kellet,Software Consultant,"CenturyLink, Inc.",501-1000,Telecommunications Equipment,"www.centurylink,.com",Bethany Horne
934,84,Thedrick Baybutt,Technical Writer,RenaissanceRe Holdings Ltd.,501-1000,Holdings,www.renaissancere.com,Tasha Baxter
579,53,Jane McAllaster,Civil Engineer,iShares S&P India Nifty 50 Index Fund,10000+,Holdings,www.ishares.com,Mona Mccormick
576,52,Lucila Ride,Quality Engineer,"New Germany Fund, Inc. (The)",201-500,Holdings,www.new.com,Daphne Lindsey
212,94,Doro Cerith,Senior Editor,Rayonier Inc.,10000+,Real Estate Investment Trusts,www.rayonier.com,Adam Burch
8,23,Hank Treadgear,Design Engineer,SandRidge Mississippian Trust II,10000+,Oil & Gas Production,www.sandridge.com,Wylie Klein
622,16,Rance Moogan,Software Engineer I,PowerShares Golden Dragon China Portfolio,1001-5000,Holdings,www.powershares.com,Kimberley Owen
335,2,Gilbertine Strevens,Senior Financial Analyst,Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,201-500,Holdings,www.western.com,Samuel Acosta
361,75,Dorella McWhannel,Budget/Accounting Analyst III,Gulfport Energy Corporation,501-1000,Oil & Gas Production,www.gulfport.com,Dillon Stanley
530,25,Jeannie Enright,VP Sales,SAP SE,501-1000,Computer Software: Prepackaged Software,www.sap.com,Oliver Craft
357,78,Paddy Bullard,Environmental Specialist,Fresenius Medical Care Corporation,10000+,Hospital/Nursing Management,www.fresenius.com,Audrey Landry
375,44,Emmalynne Ilden,Associate Professor,"Titan International, Inc.",501-1000,Steel/Iron Ore,www.titan.com,Lani Solomon
786,42,Perren Brotherton,Environmental Tech,"Integrated Device Technology, Inc.",501-1000,Semiconductors,www.integrated.com,Georgia Middleton
105,72,Leigh Westmoreland,Technical Writer,"International Seaways, Inc.",10000+,Marine Transportation,www.international.com,Stone Dotson
529,62,Una Iacovino,Legal Assistant,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,201-500,Holdings,www.powershares.com,Alexander Barlow
483,21,Illa Woolen,Research Assistant III,Centrais Electricas Brasileiras S.A.- Eletrobras,1001-5000,Holdings,www.centrais.com,Vernon Dejesus
734,19,Cordell Bonder,Sales Representative,"Silicon Laboratories, Inc.",501-1000,Semiconductors,www.silicon.com,Hasad Conrad
218,76,Ninetta Salazar,Project Manager,InfoSonics Corp,1001-5000,Electronic Components,www.infosonics.com,Bethany Horne
500,7,Andrej Conti,Community Outreach Specialist,The Goodyear Tire & Rubber Company,10000+,Automotive Aftermarket,www.the.com,Shaeleigh Ruiz
919,81,Jocelyne Frontczak,Budget/Accounting Analyst I,Cemtrex Inc.,201-500,Industrial Machinery/Components,www.cemtrex.com,Solomon Matthews
862,100,Donaugh McLarnon,Senior Cost Accountant,Blackrock Global,1001-5000,Holdings,www.blackrock.com,Quincy Joyner
19,27,Bambi Harmer,Senior Cost Accountant,Function(x) Inc.,10000+,"Computer Software: Programming, Data Processing",www.function(x).com,Catherine Estes
738,31,Gualterio Foran,Staff Scientist,"Aerohive Networks, Inc.",501-1000,EDP Services,www.aerohive.com,Natalie Hull
877,62,Gordie Trebilcock,Human Resources Manager,"First Financial Northwest, Inc.",10000+,Major Banks,www.first.com,Alexander Barlow
950,75,Lucien Cappell,Financial Analyst,180 Degree Capital Corp.,1001-5000,Finance/Investors Services,www.180.com,Dillon Stanley
29,1,Warren Altamirano,Operator,"Corvus Pharmaceuticals, Inc.",10000+,Major Pharmaceuticals,www.corvus.com,Bianca Cardenas
140,95,Winny Elliss,Senior Financial Analyst,Signature Bank,1001-5000,Major Banks,www.signature.com,Penelope Bolton
834,4,Carlen McDowall,VP Product Management,FIRST REPUBLIC BANK,201-500,Holdings,www.first.com,Ignatius Frank
49,59,Jerry Hillatt,Structural Engineer,"Reven Housing REIT, Inc.",201-500,Real Estate Investment Trusts,www.reven.com,Amanda Massey
673,93,Elwyn Storre,Director of Sales,Global Partner Acquisition Corp.,1001-5000,Hospital/Nursing Management,www.global.com,Giselle Dejesus
515,67,Barney Maty,Clinical Specialist,"Patrick Industries, Inc.",10000+,Forest Products,www.patrick.com,Velma Eaton
542,77,Latia Gavin,Information Systems Manager,"Discovery Communications, Inc.",501-1000,Television Services,www.discovery.com,Hoyt Downs
799,29,Biddie Brewers,Design Engineer,NetSol Technologies Inc.,501-1000,Computer Software: Prepackaged Software,www.netsol.com,Aline Vincent
692,85,Codee Coram,Accounting Assistant I,Merus N.V.,1001-5000,Major Pharmaceuticals,www.merus.com,Ria Gilbert
661,66,Fran Gomme,Community Outreach Specialist,"Dr Pepper Snapple Group, Inc",501-1000,Beverages (Production/Distribution),www.dr.com,Jacob Dorsey
42,84,Hanni Grimditch,Data Coordiator,"Anthem, Inc.",10000+,Medical Specialities,"www.anthem,.com",Tasha Baxter
250,78,Hulda Lindegard,Biostatistician I,Seanergy Maritime Holdings Corp,1001-5000,Marine Transportation,www.seanergy.com,Audrey Landry
564,68,Derrick Greenstock,Geological Engineer,Ducommun Incorporated,1001-5000,Military/Government/Technical,www.ducommun.com,Libby Lyons
88,70,Rosco Kleisel,Actuary,"J. Jill, Inc.",501-1000,Apparel,www.j..com,Tucker Horn
972,88,Gannie Iskower,Product Engineer,Fifth Third Bancorp,1001-5000,Major Banks,www.fifth.com,Rhona Gross
20,7,Jerry Rosewarne,Research Nurse,Qualstar Corporation,1001-5000,Electronic Components,www.qualstar.com,Shaeleigh Ruiz
45,81,Katina Popham,Web Designer II,"Medidata Solutions, Inc.",1001-5000,Computer Software: Prepackaged Software,www.medidata.com,Solomon Matthews
670,24,Shem Jezzard,Tax Accountant,"Standard Motor Products, Inc.",501-1000,Auto Parts:O.E.M.,www.standard.com,Ava Osborne
37,20,Jesse Garside,Quality Control Specialist,Occidental Petroleum Corporation,10000+,Oil & Gas Production,www.occidental.com,Orson Santos
311,77,Ertha Weightman,Chemical Engineer,General Electric Company,501-1000,Consumer Electronics/Appliances,www.general.com,Hoyt Downs
982,26,Janine Brundell,Account Executive,Grupo Aval Acciones y Valores S.A.,201-500,Commercial Banks,www.grupo.com,Sacha Osborn
431,48,Cathleen De Vries,Executive Secretary,"Knight Transportation, Inc.",1001-5000,Trucking Freight/Courier Services,www.knight.com,Jolie Nash
666,71,Bibbye Prevett,Tax Accountant,"United Bankshares, Inc.",201-500,Major Banks,www.united.com,Farrah Mcgee
196,59,Lamont Caesman,Clinical Specialist,Yirendai Ltd.,501-1000,Finance: Consumer Services,www.yirendai.com,Amanda Massey
544,83,Filberte Lord,Electrical Engineer,Nuveen AMT-Free Municipal Credit Income Fund,10000+,Holdings,www.nuveen.com,Kaseem James
22,43,Gerik Ballintyne,Chief Design Engineer,Realogy Holdings Corp.,10000+,Real Estate,www.realogy.com,Fritz Rodgers
632,79,Eugenio Monger,Executive Secretary,Houghton Mifflin Harcourt Company,10000+,Books,www.houghton.com,Piper Clarke
68,85,Cinnamon Uc,Clinical Specialist,Nuveen New York Quality Municipal Income Fund,1001-5000,Holdings,www.nuveen.com,Ria Gilbert
943,69,Wilhelmina Ditchett,Budget/Accounting Analyst II,Partner Communications Company Ltd.,10000+,Telecommunications Equipment,www.partner.com,Jack Francis
631,27,Genia Ingamells,Marketing Manager,Devon Energy Corporation,501-1000,Oil & Gas Production,www.devon.com,Catherine Estes
348,7,La verne Olivo,Human Resources Manager,"Uni-Pixel, Inc.",501-1000,Industrial Machinery/Components,"www.uni-pixel,.com",Shaeleigh Ruiz
547,3,Matias Teesdale,Structural Analysis Engineer,Arch Capital Group Ltd.,501-1000,Holdings,www.arch.com,Nita Brewer
363,23,Joseito Heaselgrave,Environmental Specialist,Teledyne Technologies Incorporated,201-500,Industrial Machinery/Components,www.teledyne.com,Wylie Klein
685,27,Murielle Woodyeare,Chief Design Engineer,Sears Holdings Corporation,10000+,Department/Specialty Retail Stores,www.sears.com,Catherine Estes
833,37,Jocko Jellett,Senior Editor,"NiSource, Inc",1001-5000,Power Generation,"www.nisource,.com",Yvette Anderson
214,77,Renata Bushaway,Technical Writer,"Carbo Ceramics, Inc.",201-500,Industrial Machinery/Components,www.carbo.com,Hoyt Downs
53,90,Mart Tolerton,Web Developer IV,Amgen Inc.,1001-5000,Biotechnology: Biological Products (No Diagnostic Substances),www.amgen.com,Josiah Olson
964,12,Gabbi Danilishin,Analyst Programmer,"Trex Company, Inc.",201-500,Forest Products,www.trex.com,Naomi Livingston
222,19,Peadar Abram,Senior Editor,"Halozyme Therapeutics, Inc.",1001-5000,Biotechnology: Biological Products (No Diagnostic Substances),www.halozyme.com,Hasad Conrad
794,79,Jeanne Pallent,Safety Technician III,"First Business Financial Services, Inc.",10000+,Major Banks,www.first.com,Piper Clarke
438,29,Jarrad Roser,Compensation Analyst,Duke Realty Corporation,10000+,Real Estate Investment Trusts,www.duke.com,Aline Vincent
316,87,Lothaire Domleo,Marketing Manager,"Merit Medical Systems, Inc.",501-1000,Medical/Dental Instruments,www.merit.com,Lacy Chambers
613,77,Lucilia Jerred,Structural Analysis Engineer,ZIOPHARM Oncology Inc,1001-5000,Major Pharmaceuticals,www.ziopharm.com,Hoyt Downs
757,53,Stanford Karlsson,Financial Analyst,"AMAG Pharmaceuticals, Inc.",10000+,Major Pharmaceuticals,www.amag.com,Mona Mccormick
40,60,Jermaine McGilben,Junior Executive,"Fidelity National Information Services, Inc.",1001-5000,Business Services,www.fidelity.com,Scott Camacho
164,78,Jobi Phelips,Programmer Analyst IV,Seadrill Partners LLC,1001-5000,Oil & Gas Production,www.seadrill.com,Audrey Landry
907,4,Sybilla Bjerkan,Paralegal,Vulcan Materials Company,501-1000,Mining & Quarrying of Nonmetallic Minerals (No Fuels),www.vulcan.com,Ignatius Frank
928,23,Jasper Martinovsky,Safety Technician II,Mobile TeleSystems OJSC,1001-5000,Telecommunications Equipment,www.mobile.com,Wylie Klein
777,13,Sammy Hamsher,GIS Technical Architect,Rosehill Resources Inc.,10000+,Oil & Gas Production,www.rosehill.com,Anjolie Murphy
257,33,Dominic Baldree,Business Systems Development Analyst,"CBL & Associates Properties, Inc.",201-500,Real Estate Investment Trusts,www.cbl.com,Chester Payne
17,58,Alidia Pinnocke,GIS Technical Architect,"Stag Industrial, Inc.",10000+,Holdings,www.stag.com,Lance Floyd
173,90,Angy Sandiford,Clinical Specialist,"Soleno Therapeutics, Inc.",10000+,Biotechnology: Electromedical & Electrotherapeutic Apparatus,www.soleno.com,Josiah Olson
412,94,Naoma Skippings,Account Executive,"Cardiovascular Systems, Inc.",10000+,Medical/Dental Instruments,www.cardiovascular.com,Adam Burch
432,33,Franzen Izat,Assistant Professor,"Orbital ATK, Inc.",10000+,Military/Government/Technical,www.orbital.com,Chester Payne
682,98,Rozele Petersen,Operator,Yandex N.V.,501-1000,"Computer Software: Programming, Data Processing",www.yandex.com,Maryam Mann
739,14,Laryssa Arnaldi,Senior Developer,Navios Maritime Acquisition Corporation,501-1000,Marine Transportation,www.navios.com,Martin Pruitt
186,27,Coretta Izzard,Automation Specialist III,QuickLogic Corporation,10000+,Semiconductors,www.quicklogic.com,Catherine Estes
927,36,Shelbi Drohan,Tax Accountant,"US Ecology, Inc.",501-1000,Environmental Services,www.us.com,Stuart Riley
595,33,Barbey Russe,Internal Auditor,"Willamette Valley Vineyards, Inc.",201-500,Beverages (Production/Distribution),www.willamette.com,Chester Payne
959,37,Diandra Stangoe,Automation Specialist III,Great Elm Capital Corp.,1001-5000,Holdings,www.great.com,Yvette Anderson
806,65,Clarice Gapper,Chemical Engineer,"Meridian Waste Solutions, Inc",1001-5000,Miscellaneous,www.meridian.com,Orla Shepard
265,39,Xylia Dmisek,Business Systems Development Analyst,"ADOMANI, Inc.",1001-5000,Holdings,"www.adomani,.com",Gail William
21,38,Trenna Fearnley,Teacher,Calamos Dynamic Convertible & Income Fund,501-1000,Holdings,www.calamos.com,Colleen Harper
621,19,Bobbe McTurk,Computer Systems Analyst I,"Eleven Biotherapeutics, Inc.",10000+,Major Pharmaceuticals,www.eleven.com,Hasad Conrad
839,84,Crista Sibson,Nurse Practicioner,Campbell Soup Company,10000+,Packaged Foods,www.campbell.com,Tasha Baxter
21,37,Debera Gerber,Desktop Support Technician,Calamos Dynamic Convertible & Income Fund,501-1000,Holdings,www.calamos.com,Yvette Anderson
191,90,Gray Vasnetsov,Office Assistant III,"Amber Road, Inc.",10000+,Computer Software: Prepackaged Software,www.amber.com,Josiah Olson
915,78,Jaimie Craney,Physical Therapy Assistant,"Bridge Bancorp, Inc.",10000+,Major Banks,www.bridge.com,Audrey Landry
645,78,Morris Stirley,Systems Administrator II,XBiotech Inc.,10000+,Major Pharmaceuticals,www.xbiotech.com,Audrey Landry
805,26,Candra Eastment,Staff Accountant III,"Olympic Steel, Inc.",501-1000,Metal Fabrications,www.olympic.com,Sacha Osborn
250,36,Ephrem Springer,Community Outreach Specialist,Seanergy Maritime Holdings Corp,1001-5000,Marine Transportation,www.seanergy.com,Stuart Riley
410,78,Joline Raistrick,Cost Accountant,WAVE Life Sciences Ltd.,10000+,Major Pharmaceuticals,www.wave.com,Audrey Landry
28,96,Gillian Jeanes,Developer IV,"L3 Technologies, Inc.",501-1000,Radio And Television Broadcasting And Communications Equipment,www.l3.com,Joy Valencia
983,99,Rora Detoile,GIS Technical Architect,LiNiu Technology Group,10000+,Services-Misc. Amusement & Recreation,www.liniu.com,Calista Rosales
465,71,Emilie Guislin,Registered Nurse,Celsion Corporation,201-500,Major Pharmaceuticals,www.celsion.com,Farrah Mcgee
932,28,Robinet Galilee,Electrical Engineer,Telecom Italia S.P.A.,201-500,Telecommunications Equipment,www.telecom.com,Thomas Kidd
827,58,Alphonse Gleeton,Design Engineer,Hutchison China MediTech Limited,10000+,Major Pharmaceuticals,www.hutchison.com,Lance Floyd
